Transaction_ID,Country,Product,Import_Export,Shipping_Method,Port,Category,Quantity,Value,Date,Customs_Code,Weight
28691037-c731-4237-bc1f-472f7a00c9f7,Barbados,service,Export,Land,Perezborough,Electronics,9377,3869.2,19-04-2020,190315,1873.52
72ab28fc-b5a8-47fc-a36a-b68a1d527699,Greece,behind,Export,Air,South Jaredburgh,Electronics,5882,634.89,28-01-2022,801063,3402.18
ea45b7f7-af43-4b94-866e-de0a8277b85c,Tajikistan,player,Export,Air,Lake Rachaelchester,Clothing,2944,4215.96,21-01-2024,487206,766.07
e9b6983c-ae2f-4765-9f0c-44b82407e4b6,Congo,stock,Export,Sea,Ambershire,Electronics,6712,2267.93,31-08-2021,991344,172.55
94d06004-4290-41ce-a0c6-c23534edf9c1,Turks and Caicos Islands,let,Export,Land,Brianmouth,Toys,4485,4138.97,20-02-2021,680182,550.11
9f7411e7-6400-434e-93fa-4235ccb93f91,Saint Kitts and Nevis,way,Export,Air,Garyburgh,Machinery,638,6786.58,22-12-2021,902362,2293.67
393528dc-88c6-49fa-a0f3-a7f1dffcbb59,Palestinian Territory,understand,Export,Sea,West Adrianfurt,Machinery,2750,935.48,24-06-2023,349131,1172.01
987b0ae0-d15a-4032-9e67-caa0394b47d7,Congo,TV,Export,Air,Swansonstad,Machinery,4441,5582.9,05-07-2022,413745,2717.66
5ee64430-5be5-4099-b397-d0dc9948bfcc,Brazil,have,Export,Sea,East Philipmouth,Clothing,3331,7101.77,30-04-2024,980576,2164.41
dab494b0-7392-42f3-a543-89d5bddaa347,Uruguay,early,Export,Air,Donovanfort,Electronics,8806,9712.49,20-08-2023,960169,388.55
b51cd227-d278-4f93-bde4-4283e890c0ff,Nauru,two,Export,Land,South James,Electronics,9770,8180.18,30-06-2021,977466,607.97
b9e6e3e9-03b9-451c-b7a5-e90acc59a22d,Egypt,do,Export,Sea,North Jose,Machinery,5340,1783.64,08-06-2020,720757,2559.13
a4e2ec8f-6096-4944-b713-8d1926acf6c3,Grenada,executive,Export,Sea,Port William,Clothing,1545,5125.24,28-11-2019,814649,3544.64
fe4b7f1b-8be5-4b06-9716-ea8d48a95985,Wallis and Futuna,art,Export,Sea,Delacruzfurt,Clothing,4384,5228.49,11-11-2021,742116,3437.95
a03d0050-d9f4-43e7-b2b9-3b201b05ce23,Niue,Republican,Export,Land,Jenniferstad,Toys,1999,2254.88,02-12-2019,139215,2310.51
2dde60d2-bed5-4932-9bbd-0550f2ca875d,Barbados,difference,Export,Air,North Melissaville,Furniture,9751,1377.54,18-10-2019,427573,136.37
a507ce00-9b8d-4616-ba83-7d908953d484,Paraguay,life,Export,Air,Dawsonville,Machinery,4130,241.83,10-12-2020,688983,3454
5bba5ce9-c1f6-46b6-8e15-7886bfdc2443,Jordan,land,Export,Sea,West Traceyberg,Furniture,8258,7318.59,06-07-2024,290264,1815.9
b76f5697-228e-4fbd-99b8-99b66b2cd7b7,Saudi Arabia,final,Export,Sea,New Jamesfort,Electronics,3524,8194.85,06-01-2024,365201,2528.65
96a61a5d-0551-4291-b4c0-e1d83ef3d973,Zambia,popular,Export,Land,Jacobfurt,Toys,3132,6888.71,08-09-2022,479107,4073.87
a28b0c3d-c66f-4b7a-baa9-5e0c880f32fd,Ireland,wear,Export,Air,Jonesburgh,Machinery,200,8192.01,01-07-2023,194461,3113.1
252b8b45-66cd-4895-a33d-8bd790ae30f3,Lebanon,seek,Export,Air,Brownhaven,Furniture,4345,8273.58,13-10-2021,606588,4296.01
1e5d8549-6d49-493c-abb0-5e2e895b13fd,Lebanon,black,Export,Land,Bentleyfurt,Clothing,9237,5217.34,19-02-2023,492800,3262.18
f7a881a1-339f-4c4e-aec9-ceba13bd70c5,Burundi,still,Export,Land,South Louis,Clothing,6972,204.54,17-08-2020,375054,3800.77
4ae2eeaa-d0e8-4db5-85db-2a8aab7b8aae,China,ball,Export,Air,New Meghan,Machinery,6307,4259.31,30-06-2023,118618,4910.67
b0f732f7-eb50-45f1-94d0-a31fe1df3b76,Monaco,run,Export,Sea,New Derek,Electronics,4383,9913.32,15-01-2020,803467,1565.83
59540c61-e4c0-4f58-957a-00a346002654,Chile,world,Export,Sea,New Jacqueline,Toys,5424,3263.5,31-07-2022,676492,2444.87
9816ee40-ecb9-448a-b2df-bb7992232b7e,Guatemala,bad,Export,Air,Lake Jennifermouth,Electronics,6500,5186.28,14-12-2021,520121,4228.2
a8ee559d-1f3c-48c7-ba04-2e34130ad345,Burundi,southern,Export,Sea,New Charlotte,Electronics,4065,7854.74,09-08-2020,138042,4777.62
5d43704c-8e1a-4be9-acbb-e8a0c6db54d6,Heard Island and McDonald Islands,tonight,Export,Sea,North Paul,Clothing,4808,195.66,11-09-2019,318131,2353.95
1f5409f2-0ae8-48cc-86d0-db988d035321,France,however,Export,Air,Davismouth,Clothing,9042,2211.61,15-01-2020,825417,3458.37
fc06b761-3ab8-47ce-bc2f-54defb9bfc45,Montenegro,picture,Export,Land,North Debbie,Electronics,3670,8371.8,02-01-2021,567048,2931.76
5a94eeed-1998-41f0-8250-239c7c84e1d8,Niger,happen,Export,Land,Martinezberg,Electronics,5602,8017.02,18-12-2023,421253,2674.74
732880ad-3324-40ef-94ef-bf6c1941fc5b,Zimbabwe,certain,Export,Sea,Lake Daniel,Machinery,7521,9943.03,02-01-2022,221067,3644.2
a26828e8-1eea-46fa-970c-4a9f170587f2,Equatorial Guinea,Congress,Export,Air,Bassbury,Electronics,9834,9490.99,28-01-2021,193913,1158.89
7381999b-ce33-4eef-96a2-f117c048e306,Colombia,use,Export,Air,South Bridget,Machinery,6303,2587.98,27-08-2021,169916,1073.4
827adce9-9ae4-4644-9f09-49fd21f4448f,United States Virgin Islands,exactly,Export,Land,South Danielburgh,Electronics,757,9996.81,26-06-2021,600111,386.2
d1f22cad-309c-46d4-9734-7e13b017d2d8,Mali,daughter,Export,Sea,Clarkville,Electronics,5499,7523.88,01-04-2022,729984,2529.12
a0010156-0aa7-48af-92de-4d01bd350f16,Bosnia and Herzegovina,whole,Export,Land,Feliciaborough,Electronics,7402,7608.05,24-06-2023,451075,520.37
3c258fb9-fecc-464d-bb3b-ac45ba367d69,Nepal,easy,Export,Air,Thomasland,Toys,1143,6090.8,01-04-2023,138402,4347.4
33b132de-9f77-4a69-8487-21a974601e94,South Africa,health,Export,Land,Gibbshaven,Machinery,6912,8448.41,02-03-2024,440143,3560.6
61299401-bc3d-4755-9d65-74dcd3e16087,Kyrgyz Republic,yet,Export,Air,Milesport,Clothing,4814,5882.61,22-02-2020,646194,4770.77
83dd6001-d5b1-42f1-ad1e-b8b836c83def,Gambia,successful,Export,Air,Juliafort,Machinery,9109,5658.69,12-07-2021,963897,1858.01
fb9bece1-1295-4063-a377-09ca99da05b4,Malaysia,eat,Export,Land,Rollinsborough,Clothing,7932,2547.88,20-02-2020,888622,3481.41
4ada56bd-34f2-4ada-8dd6-8d366cfdf281,French Polynesia,foreign,Export,Air,Ortizton,Clothing,5698,2745.27,27-07-2024,784396,3637.94
5e02a39e-24db-41ce-bd96-f9f21b5fb25b,Uzbekistan,rock,Export,Air,South Joseberg,Toys,2624,7638.57,03-04-2023,218075,4633.75
e52ccbae-dc8b-470e-ae3a-bb7cf8b81678,Mauritania,study,Export,Air,South John,Clothing,9516,9627.92,18-08-2024,117366,2391.16
0b0eab3c-2620-4321-bb93-3b849e996246,Taiwan,company,Export,Land,Kurtton,Clothing,475,1641.06,06-09-2023,528223,1972.95
bbe43077-f145-4866-9c5c-92d0dcaf994d,Zimbabwe,exactly,Export,Air,Port Mary,Machinery,5602,2135.96,15-09-2021,853968,647.73
c4e035a8-9966-4a48-91f8-0d455237ec42,Luxembourg,deal,Export,Land,West Annemouth,Clothing,6489,6018.85,27-01-2021,224165,1468.25
98ae1d95-7fa2-4c8e-8603-e44130071501,Guernsey,tell,Export,Land,Thomasfurt,Machinery,3607,2591.37,28-11-2019,565924,4998.01
7bf04a96-64a0-4784-9b5b-6b0ad807fde9,Australia,hundred,Export,Sea,Melanieview,Machinery,3961,1037.88,30-01-2020,819857,2084.32
1a9374b1-16e1-4094-9f33-775310bbcbdb,Bahamas,mission,Export,Air,Dawnhaven,Machinery,6395,8702.89,19-12-2021,372202,1651.29
6847a677-3cf4-42cd-9887-45103c313de3,French Guiana,any,Export,Sea,Granttown,Furniture,4167,5105.33,24-08-2021,218866,4266.23
dcac6fd8-cb87-4bbd-b690-9f93d4f12063,United States Virgin Islands,top,Export,Air,New Jennifer,Furniture,8093,3464.69,28-08-2020,576686,1563.24
e061ddc6-765d-4e41-bd9e-0f573091fc6c,Albania,quickly,Export,Land,Lake Markhaven,Machinery,6374,412.7,28-10-2020,113332,4655.89
a5be0c18-3a8e-44ee-8217-f0a33096e45e,Lebanon,fall,Export,Land,Port Amanda,Furniture,3473,267.55,15-08-2024,196788,4410.89
e379c6c4-0339-4ac4-ae58-dc87d9a5471e,Mongolia,over,Export,Sea,Lake Thomas,Electronics,8936,7531.41,03-12-2020,822803,288.21
0d9ecdf1-29eb-4c72-a19e-a432f78c9f9b,Zambia,reality,Export,Air,North Deniseberg,Machinery,1769,4083.91,12-03-2024,621580,2305.76
11d7ad85-6e2d-4604-9ac0-407b8f06d1a1,Bouvet Island (Bouvetoya),four,Export,Air,Jaredport,Electronics,6952,692.18,10-10-2020,653164,4970.67
e45ee216-f315-44a2-aca8-169f5c8d7f4a,Togo,agreement,Export,Air,Markview,Electronics,3944,9805.68,15-01-2020,146372,1174.73
6834b24b-68e4-4f09-8383-ee73aac59626,Congo,of,Export,Land,Jeffreyborough,Toys,4169,9745.4,01-12-2023,548041,4960.9
feffbe38-5bed-4fe6-9f6f-be736cc35cb2,Bolivia,offer,Export,Air,Lovestad,Furniture,6639,1275.43,20-01-2022,801862,3996.11
1fc46c45-572d-43da-b1dd-f6866e7129aa,Saint Kitts and Nevis,me,Export,Sea,New Michaeltown,Clothing,6703,9849.71,10-02-2020,956905,477.23
30d33909-469a-49a6-80df-1ff1138ea6ed,Saint Vincent and the Grenadines,fight,Export,Land,Dianaburgh,Toys,8921,9901.72,30-07-2023,757631,1338.99
478903e9-231e-4bc7-9404-81797443ff85,Tokelau,TRUE,Export,Land,West Joshuafort,Clothing,5258,5282.02,11-02-2022,456809,4498.03
ca67b074-91c8-4a21-829c-62dff5cbaa79,Mongolia,machine,Export,Sea,East Mariahmouth,Electronics,8659,1249.54,03-08-2024,956181,210.64
c4eda72b-b9a9-4872-9cfa-04268c43d0c2,Jordan,role,Export,Air,North Johntown,Toys,9377,5610.53,15-06-2021,467706,2342.61
d9e8d575-e782-4928-b42f-9997fa55466d,Cocos (Keeling) Islands,keep,Export,Sea,New Jesse,Electronics,2997,8458.76,20-05-2020,512810,1153.78
e55766e3-a4a2-473c-9126-46a087e226d3,Guernsey,me,Export,Sea,West Robert,Toys,9150,8475.34,18-06-2021,843611,1953.28
5c8629e2-787c-4a51-b36d-7f078be62444,Niger,difficult,Export,Sea,Mcdonaldborough,Clothing,7767,1356.15,06-05-2020,861455,1877.13
6a1e81b0-d3e2-436b-915b-83f021499f67,Guernsey,side,Export,Sea,Danielleside,Machinery,6507,2465.72,20-06-2020,555126,4818.28
f3fcdd19-5322-483b-b002-679ce43bb226,Jamaica,can,Export,Land,West Benjamin,Clothing,1105,8042.16,30-07-2022,511795,4038.4
d5486dad-0424-4468-87a9-b626dbe67420,Sierra Leone,plan,Export,Sea,Rebeccaland,Toys,9550,7143.42,25-01-2022,627754,4912.77
fd5fce63-1411-4a0c-b4d1-8235fd649af6,Saint Kitts and Nevis,hot,Export,Air,West Kimberlystad,Clothing,773,9441.94,09-03-2020,144825,1980.94
67b5b137-540e-4d13-aa9e-01dbd6f9f00c,Singapore,rock,Export,Sea,Davischester,Toys,6086,9895.47,24-05-2020,259085,1579.44
6edcdf87-47b4-455d-9f5e-f9bda4466d99,Yemen,century,Export,Sea,Anthonychester,Machinery,3191,2312.65,15-07-2024,126282,4449.69
21a6b081-a343-4b89-a924-1e71c0057cd8,Mongolia,financial,Export,Air,East Michael,Furniture,7887,5846.31,13-10-2022,720015,3775.94
2e90a87a-4e6e-40c2-abd3-61e5668e0169,Afghanistan,everything,Export,Sea,North Laurahaven,Furniture,8693,9391.75,25-05-2020,520226,1314.1
309358ed-77e5-41ef-973a-d5d81b3ea1b8,Cambodia,until,Export,Sea,Carlburgh,Clothing,1224,1476.01,28-01-2020,357589,4339.28
a903fc2d-10f6-434c-8961-6e20a4dc6da8,Marshall Islands,address,Export,Sea,New Jeremiah,Clothing,2655,423.94,19-10-2020,323213,1256.03
b3166062-e414-40e9-9153-e0350f9af88c,Cameroon,smile,Export,Land,New Dana,Machinery,7358,4674.98,27-03-2023,150452,1605.56
b3e6415a-2eff-41fb-8739-3fe8f7bee641,Senegal,fund,Export,Land,New Nancyfurt,Electronics,6320,3908.54,22-12-2020,652709,1708.78
d8b111e2-f638-436c-9b51-3b824a5e3ae7,Spain,article,Export,Land,Port Michelleport,Electronics,249,5182.96,17-10-2021,241354,1156.22
9b525e7a-8792-4058-94db-d7e6272b1e06,Latvia,movie,Export,Sea,Strongstad,Furniture,1793,5656.25,30-08-2022,566899,4758.46
7ddce399-0223-4fa2-95e3-1d99badd609b,Grenada,conference,Export,Air,Jamestown,Furniture,6207,2888.31,09-03-2024,625628,1757.46
3f43877c-732f-4dd1-bcac-29bd28df7ec7,Seychelles,everything,Export,Air,Catherinemouth,Electronics,3310,6858.83,03-07-2022,313266,4900.74
f797a9ea-9872-4aa0-a294-7b912b274e9e,Korea,receive,Export,Sea,West Tiffany,Clothing,9308,1498.15,22-12-2022,499733,30.31
3d5f75ca-bb64-45c8-9374-2b82b81c0cd4,Netherlands,quickly,Export,Air,North Kathy,Furniture,4831,7540.65,04-08-2023,625419,2693.37
0567732a-6739-4bfc-acc1-6b269efd95e1,Norfolk Island,real,Export,Sea,Lewisport,Toys,7370,1217.71,09-12-2021,265509,1191.32
e04a250d-e915-4332-81d3-8c5790bf3778,Tanzania,however,Export,Land,Joyceview,Toys,7311,8240.46,04-01-2022,627152,3309.91
a9b5856d-ed2b-4f70-a294-3a6ea4602295,Montserrat,audience,Export,Air,Rhondafurt,Toys,778,6775.34,06-05-2020,120509,2263.97
5e55d6b6-d844-4605-a268-0f467597e829,Malta,stuff,Export,Sea,West Nicoleside,Machinery,231,4440.82,06-07-2022,749811,4315.78
1a4929f7-550d-4240-803d-5a8e9282056e,Tanzania,movie,Export,Air,West Joshuamouth,Furniture,2323,5767.84,24-10-2023,933080,3417.82
25b93755-003d-40dd-b474-c8a4bf93dd05,Nicaragua,public,Export,Air,Garciachester,Electronics,5016,1438.91,21-02-2024,432813,2418.7
21f374b3-1271-4de8-b46f-97447e52f85f,Kenya,respond,Export,Land,Lake Royland,Machinery,3595,7534.15,03-09-2024,529398,659.93
c15bef1e-f3bc-4372-8f16-a4c76d944be6,Jersey,although,Export,Sea,New Nathan,Machinery,5056,8959.41,01-11-2020,958767,4980.54
04a4bb91-83d6-45f7-9654-3df09e5b9e4a,Angola,note,Export,Land,Danielhaven,Furniture,2933,874.44,16-10-2021,481750,1205.42
ffd0d7be-5b49-4da7-a816-7afd2c66a4b1,Zambia,open,Export,Sea,Walterville,Toys,907,3961.79,26-01-2021,862656,4255.87
3fb49ba8-b96a-4166-8d91-61a7ca033a0e,France,this,Export,Land,Marioview,Clothing,2857,9747.91,10-10-2023,518224,1402.94
4bc8754f-28af-4080-8f40-0449d986ee5f,Belize,about,Export,Air,Port Nicoleport,Furniture,8917,2112.46,28-09-2022,152047,3438.64
4571605a-f163-475c-8c49-90e1820d3c8e,Liechtenstein,weight,Export,Land,East Benjamin,Electronics,1,3863.68,05-03-2023,276337,3181.99
25473977-17e6-4595-93c1-d25b124ba4fc,Antarctica (the territory South of 60 deg S),sure,Export,Land,Kellyburgh,Toys,5339,5173.32,23-08-2024,896012,1464.63
2aecb532-f532-4038-8563-23f75377f596,Falkland Islands (Malvinas),group,Export,Air,Greenstad,Furniture,1041,7687.77,14-06-2021,844189,681.06
19e2cf2e-948c-4668-90a9-ba2b5c4c4038,Lithuania,positive,Export,Sea,West Theresa,Furniture,5887,545,25-07-2023,491262,108.53
97e379e9-f919-4ea4-9d0b-bc0c6635897f,Niue,note,Export,Sea,Port Colin,Clothing,1534,2976.89,22-04-2020,873781,147.72
a4134092-0490-4732-8b18-e3c4c577087c,Brunei Darussalam,why,Export,Sea,Keithhaven,Electronics,9552,4271.38,12-10-2020,503057,503.29
2c9091ad-8225-48ee-9627-5abbe795de1d,Morocco,only,Export,Land,North Stephanieborough,Clothing,542,6048.87,01-08-2024,782880,4460.74
9a540f67-c9d6-4cbb-87dc-7d2b5e39687f,Saint Helena,do,Export,Air,Cunninghammouth,Furniture,1338,6506.7,09-04-2022,476517,2628.36
1022f370-1d74-4571-9251-1980069c2773,Pakistan,candidate,Export,Air,Lake Jeremymouth,Electronics,4512,1144.38,07-10-2020,519223,2165.6
9bae01ad-ba87-4f06-8049-13643a830fe8,Cape Verde,human,Export,Air,Davisstad,Toys,644,2740.91,14-07-2023,225060,2756.79
865b9679-de06-459d-ac13-d741654554f7,Kenya,into,Export,Sea,New Danielview,Electronics,9645,9379.57,02-06-2022,258640,4184.15
559a2419-c10e-4e5d-9ad7-d7d8cf679790,New Caledonia,foreign,Export,Land,East Andrew,Toys,6755,5674.77,14-08-2022,941403,2230
09df8915-dc00-45b5-8dfb-dc9fb5816a50,Iran,quite,Export,Sea,Kennedyside,Clothing,8498,3733.85,10-07-2023,218693,1292.27
a65041c1-d45c-4cc2-87ff-aac7c83e529e,Botswana,official,Export,Air,South Carlshire,Furniture,3548,1546.41,05-07-2021,407185,1667.02
7b697591-51d3-407a-95a3-d829a5864cc7,Thailand,nor,Export,Air,Howardmouth,Electronics,7928,5227.86,04-01-2021,749783,271.31
ef0c4e6c-88a8-482f-9f8f-af892555d0f8,Swaziland,political,Export,Air,Lake Alicia,Clothing,3345,2196.06,11-08-2024,659421,4174.2
9f97a615-cabb-46e4-aba1-0b99969970b0,Sri Lanka,benefit,Export,Land,South Vanessa,Electronics,1934,8381.94,05-02-2023,980532,4688.27
e764f780-5e5f-4e30-8a02-014a895ac592,Chad,bad,Export,Land,Annafort,Electronics,9357,2204.89,22-07-2021,317378,1443.61
9e2834fe-cfbc-41ff-8eb9-f349ffeec845,Falkland Islands (Malvinas),job,Export,Air,Johnchester,Electronics,8629,9579.58,19-04-2021,165670,4355.67
eb99364e-6f01-4c70-90d7-d288787e1246,Pakistan,would,Export,Land,South Kara,Machinery,1637,260.99,08-12-2023,454357,3397.2
ccabcc91-7e37-4d23-b1e8-caaad89b0d23,Turkmenistan,partner,Export,Sea,Williamburgh,Toys,3205,2295.06,31-05-2024,363859,492.07
9b1e8928-cf2f-42c8-a4e1-a4da7210c9af,Turkey,or,Export,Sea,West Michael,Toys,4569,9255.03,23-03-2021,938957,1595.56
fbd24ce5-6751-4f95-b781-0ec5d2df376d,Somalia,hotel,Export,Air,North Eric,Machinery,1598,5962.75,05-03-2020,713542,4788.41
0895e48e-6e22-438d-afb5-fe36642d0f77,France,knowledge,Export,Air,West Paula,Furniture,2307,7692.21,03-04-2021,816863,3543.43
d80657fd-0910-4499-8540-4068639dcdc1,Seychelles,majority,Export,Sea,South Michaelport,Electronics,3965,2251.28,22-01-2022,378391,4345.54
4ba43a1d-ce2c-4bb1-add1-f9b1c2332ab2,Haiti,local,Export,Land,Jamesfurt,Electronics,3989,2709.36,22-09-2019,863753,827.98
4f6c6149-985d-4f39-8e94-61013445b373,Lao People's Democratic Republic,firm,Export,Land,Christophermouth,Toys,4152,641.3,14-03-2023,665838,4883.08
9445bf90-9056-4290-8474-257ef8684a47,Iraq,pretty,Export,Air,Port Emilybury,Furniture,2307,2394.83,14-08-2021,699404,4413.48
43ff4aa7-71f0-4da3-b54d-5beb2f4d0b01,Austria,themselves,Export,Air,New Robert,Machinery,8170,9157.61,07-02-2022,143502,2129.69
8d82b7ea-0923-4dcc-b77c-6af1b5fa5ae8,Uruguay,late,Export,Sea,Portermouth,Clothing,8687,3987.25,01-07-2020,219971,649.87
420ad025-c989-41b5-813d-0d40e8d36aed,Brazil,above,Export,Land,Bethbury,Electronics,9269,789.4,16-02-2023,675303,4732.56
4592b477-19ea-44ff-8555-8b98d35b5fbe,South Georgia and the South Sandwich Islands,response,Export,Land,North Lisaberg,Toys,3715,697.63,26-12-2023,960521,986.87
24ab14a8-70a7-4e14-a168-b093ab289891,Argentina,lose,Export,Land,Lake Brent,Toys,3833,2106.73,22-04-2021,774286,445.36
841a7fb4-9721-4333-a741-55bbff2bc76c,Antarctica (the territory South of 60 deg S),bad,Export,Land,East Oliviaside,Furniture,3113,1664.66,30-08-2024,596939,3117.39
1fd512eb-73c4-4a50-a041-bcfb173699ff,Guyana,bank,Export,Land,West Michael,Toys,7466,6621.86,21-10-2021,469805,1940.41
9269d459-e92d-40d8-9553-c77b8dfb3ddd,Tanzania,drop,Export,Sea,Lake Andrew,Machinery,2552,7274.09,24-09-2023,465432,1283.14
111f8adc-ef95-4b05-a507-509e35805023,Russian Federation,analysis,Export,Land,New Timothy,Machinery,4698,3902.81,24-09-2022,227264,3738.94
33f7b73b-3304-40b1-a171-f5aae1d0d6a1,Netherlands Antilles,total,Export,Land,Maryberg,Electronics,5555,3051.81,31-05-2021,555713,4552.26
e47d7cfe-6ab1-4de7-9b15-df2289a264fe,Libyan Arab Jamahiriya,help,Export,Sea,North Jeremyborough,Machinery,1139,7524.27,02-07-2022,287544,1057.97
d7b83232-53f7-489a-b7a8-0880df3e96e1,Christmas Island,industry,Export,Air,Port Cynthia,Electronics,6144,9198.31,21-11-2022,210716,2326.74
dcf5a569-dade-44ac-a2ae-d32e0de81c0d,United States of America,tonight,Export,Air,Ericfort,Furniture,6637,6359.74,17-02-2024,570760,1792.41
f3be6aa8-3a70-4a02-ba9f-932079cb96b9,Vietnam,watch,Export,Sea,Samuelmouth,Furniture,2907,7799.74,17-07-2023,101976,2861.23
451c25ae-4c5a-496c-951f-c97fef8ae107,Belize,test,Export,Air,East Jamesfurt,Machinery,3336,7694.91,30-11-2020,437790,2142.42
1675357f-c8f0-43ee-979a-24da0a326e5c,Burundi,writer,Export,Sea,South Brandonhaven,Electronics,2903,987.27,18-04-2022,970018,4570.45
a2d65152-29cd-4c8a-a8aa-8acb8531f831,Turkmenistan,local,Export,Air,Perezton,Clothing,483,8890.32,15-10-2022,400228,2163.03
c6699599-3aa4-4d30-8bba-35bfecee6e2b,Tajikistan,event,Export,Air,South Wendystad,Clothing,7201,854.94,29-06-2020,976395,1822.86
f4dee8df-431c-4b46-ae06-7860fa2a6a18,Algeria,view,Export,Sea,Greenland,Electronics,3900,3886.73,08-06-2021,468023,2287.88
34b15a97-9309-4bcc-b2d7-6e1a14ee1c56,Marshall Islands,real,Export,Land,East Stevenport,Clothing,355,9208.83,25-03-2020,800171,3428.94
fc620027-bf09-4801-b628-f550d3cbf16f,Comoros,save,Export,Air,Lake Nathanielbury,Machinery,302,3559.37,03-05-2020,222174,2043.39
27a80347-2150-4b63-a4c2-5a9d9d7928fa,Belarus,five,Export,Sea,North Douglas,Electronics,3454,3890.58,10-01-2022,341498,661.81
8ac3ef09-febf-4798-9a02-744e6b70e88d,Puerto Rico,above,Export,Land,Blairhaven,Toys,4177,1023.3,26-09-2022,998258,3430.36
a1f4a2ff-9218-4711-935b-c2c09a28aa97,Iraq,forward,Export,Sea,North Dianeborough,Toys,372,1130.78,28-04-2024,356399,1376.97
18e40ed3-ac09-46a2-bb35-3910d139a8be,Lesotho,father,Export,Land,Lake Terriview,Electronics,7016,2893.2,01-08-2023,508611,3821.88
69398f81-4eb9-4d62-8b81-e00fb6e2bc47,Botswana,pull,Export,Air,West Mary,Clothing,8478,3815.94,16-01-2023,438379,4693.13
d7cb29c9-1830-4249-9814-c3bcef1e827f,Tajikistan,each,Export,Land,Lake Heatherfort,Electronics,7259,8366.36,08-11-2020,845328,1211.83
1f74dbce-cbdd-4f56-85ef-012605a4ec24,Palau,traditional,Export,Land,East Alicia,Furniture,2395,8900.1,04-03-2024,260336,4281.91
1a202cdb-4082-4d3d-9ec1-39b4ab2f3f20,Swaziland,movement,Export,Land,Crystalview,Machinery,4920,774.56,10-03-2020,182624,4109.46
cd2e8c57-a5dc-410c-9167-ebfd43c2d8fb,Canada,great,Export,Air,South Joshua,Toys,2650,3220.28,03-11-2022,862931,144.35
0d38bf6e-86a2-49d7-be35-ea22fd1b285d,Maldives,top,Export,Sea,Weberchester,Electronics,531,5894.6,04-02-2024,466034,1463.9
0d7198d2-b6c7-4c17-8ea9-39c51a2ae07f,Portugal,open,Export,Air,Bethanyview,Furniture,5305,1910.92,28-07-2022,660961,251.55
6ad9a6c5-e4c1-48f0-8e37-da5551ba5a83,Belize,old,Export,Sea,Hernandezchester,Electronics,2359,4241.46,01-07-2022,742950,3544.77
5f67b370-8ef5-446a-a241-c66f87bbb9dc,Tanzania,total,Export,Sea,Velasquezfurt,Toys,2779,3564.6,16-07-2021,494712,1842.8
62e61cf1-5cec-4a02-93fd-2a5f597e2f9b,Pakistan,win,Export,Land,Harrisburgh,Toys,150,5857.7,23-09-2019,851392,4881.48
ae2bd044-8c65-4c7a-8938-ab8deb493e11,Kazakhstan,authority,Export,Sea,Lake Morgan,Machinery,6161,833.11,02-11-2020,143797,1350.95
dfa339f7-550e-4c02-95b0-3e5bc3d70f2f,French Southern Territories,could,Export,Sea,New Steven,Machinery,6525,4927.1,08-12-2021,485237,277.75
5ce84334-d45b-4484-b052-234db0761eec,Jersey,people,Export,Air,East Nicholasshire,Toys,5307,2710.92,12-02-2024,739694,274.79
f9de19fa-3777-4a38-ab67-804096b78a90,Switzerland,test,Export,Sea,Port Charles,Toys,6475,7854.04,16-12-2021,290533,401.02
ff535291-c1c0-4a7d-bd62-d744a660f46f,American Samoa,say,Export,Air,Ericland,Clothing,791,5768.64,17-02-2022,121499,2493.71
812ae397-7d68-4437-a5d3-fdfdead0ab52,Korea,age,Export,Land,Brendaborough,Furniture,4550,8000.31,12-06-2020,767324,3993.14
e3e5fb29-2c40-4554-921b-aeb548400d9d,Timor-Leste,partner,Export,Air,Crystalmouth,Clothing,4290,1965.13,10-01-2023,138161,1229.38
91d192be-41be-400b-a21e-e6a708a323b7,Bhutan,prevent,Export,Sea,Stephaniestad,Toys,2021,4594.76,01-07-2023,106449,4235.85
af8b0fbe-25ed-4d8a-8ff7-401abd9cca38,Australia,here,Export,Land,Allisontown,Toys,1752,1072.59,04-07-2020,630037,2670.07
d6c58d52-fb86-4cc6-aea5-5e20bc01d65c,Switzerland,direction,Export,Land,Marcusbury,Machinery,9500,7147.57,28-09-2019,573237,489.33
b3385784-4459-49ac-874a-6b64c02e03ca,Uganda,skill,Export,Sea,West Kevin,Clothing,734,6671.59,30-09-2019,825949,4282.27
91b14867-29a0-428c-8c58-beac63254c75,British Indian Ocean Territory (Chagos Archipelago),job,Export,Air,New Rebeccachester,Furniture,3493,9892.22,21-11-2022,500138,4454.25
4375a50b-9000-4364-946c-b6c646aaac45,Sri Lanka,fund,Export,Sea,Hansenfurt,Furniture,3421,6680.57,04-10-2022,985794,1092.53
da3ad43d-ffc1-4943-b7d0-48c012f8bbca,Argentina,drug,Export,Air,North Brandon,Furniture,4580,5920.77,05-03-2022,428615,965.49
cb578ed4-b637-4a3f-9187-9458530d14f2,Mayotte,voice,Export,Air,South Jerry,Machinery,6900,7811.11,27-01-2022,546118,831.56
5baef9ae-cf34-41ea-b318-502963b2f9f9,Bosnia and Herzegovina,history,Export,Air,South Kelly,Furniture,7836,3771.18,20-06-2022,275072,4796.16
